Song,Uri,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
All In,12nmbTit5bc9GK0UzHpnx6,Emil Assergård,0.721,0.714,11,-5.721,1,0.128,0.282,0.0,0.353,0.72,131.021
Still Breathing,59aXRbBqyJzwUJ20KPff55,Green Day,0.54,0.902,1,-3.577,1,0.0442,0.0142,0.0,0.0756,0.692,75.033
Bambi,5H5PRQeOT6UJ73DcdKdfSJ,Henriguez,0.662,0.772,5,-6.376,0,0.0434,0.13,0.0,0.0833,0.632,155.011
Look What You Made Me Do,2VjtYe7gpfUi2OkGxR2O2z,Taylor Swift,0.767,0.671,9,-6.416,0,0.142,0.21,1.12e-05,0.129,0.474,128.072
Havana (feat. Young Thug),0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992
Sorry Not Sorry,743mWMRgafToEUJriLLgkg,Demi Lovato,0.695,0.632,11,-6.922,0,0.261,0.0264,0.0,0.252,0.86,143.794
New Rules,6tF92PMv01Ug9Dh8Rmy6nH,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
Lonely Together (feat. Rita Ora),7DoN0sCGIT9IcLrtBDm4f0,Avicii,0.648,0.667,2,-5.294,0,0.065,0.137,2.1e-05,0.0797,0.217,102.966
OMG (feat. Quavo),4xBjsLUSjcx2h7PcRikpQp,Camila Cabello,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953
Would You Ever,57p8CBvPOxrvyCbn6ttl5r,Skrillex,0.653,0.91,10,-3.36,1,0.0566,0.0079,0.0,0.318,0.0921,126.047
I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Lauv,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97
Mi Gente,4xEnPbulgQ4J4vu78VEwVr,J Balvin,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237
Feel It Still,7FESgYLcOufHqKlwrvJN60,Portugal. The Man,0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969
Why,2jYmK1cb3Uya6FFsocdpzO,Sabrina Carpenter,0.669,0.561,11,-4.923,0,0.209,0.157,0.0,0.0739,0.604,180.044
Bodak Yellow,2771LMNxwf62FTAdpJMQfM,Cardi B,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022
Love Galore,1E2ePlJmijVSX0o1G9TFgR,SZA,0.795,0.594,0,-6.2,1,0.0747,0.111,0.0,0.162,0.409,135.002
Praying,0jdny0dhgjUwoIp5GkqEaA,Kesha,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415
Questions,5XQMr19TL7Mfksq9zihbOu,Chris Brown,0.614,0.598,10,-6.335,0,0.0561,0.00543,0.0,0.1,0.565,105.803
Unforgettable,0ZiRSqlSsDlY0UyDYU9CTE,Thomas Rhett,0.66,0.745,7,-5.499,1,0.0307,0.0294,0.0002,0.0831,0.828,130.074
Think Before I Talk,0Clb9aiXWa0dvVff5aN4VN,Astrid S,0.775,0.597,5,-5.666,1,0.159,0.36,0.0,0.156,0.537,122.069
Hold Me,2a9xGmpgNyNz9QVRIDOlUl,R3HAB,0.604,0.688,5,-7.411,0,0.0562,0.0945,0.0,0.14,0.349,145.072
Complicated (feat. Kiiara),1Sl3njkhhz8nrSPZroDQ82,Dimitri Vegas & Like Mike,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004
As Crazy As You Are - Edit,318BCVsFbBytoyN6dPxVAi,FROIDZ,0.516,0.746,8,-5.68,1,0.104,0.265,0.0,0.113,0.781,104.529
Rudeboy,4sRkfzJ0Rh57OUkhcHWrps,SONNY,0.638,0.632,0,-5.891,1,0.158,0.206,0.0,0.299,0.348,85.419
I Wonder,7s9ilGkrbrUU2SV5gLZmkv,The Him,0.767,0.51,11,-8.72,0,0.064,0.0631,0.000566,0.109,0.389,100.02
All Stars,3aLSrx8qhssXrh5yjB6oy9,Martin Solveig,0.775,0.722,1,-3.502,1,0.0463,0.151,0.000724,0.058,0.649,124.037
Get Low (with Liam Payne),2syQ0f4SAQdzvlAewPl1DJ,Zedd,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018
UAE,3y7DtKwnRzTGEo7PkbwluD,Jay Alvarrez,0.649,0.568,5,-8.497,0,0.039,0.0387,0.0443,0.344,0.417,144.02
Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398
What a Girl Wants,3egRQ1vDHUwKqHOjEmIxuP,Pia Mia,0.524,0.6,2,-4.777,0,0.0536,0.0792,0.0,0.307,0.607,130.31
Me Tehtiin Tää,2bGwLlCIKzk00kcUK6QhZv,Robin Packalen,0.599,0.658,0,-5.344,0,0.0372,0.0402,0.0,0.164,0.418,94.948
Aamukuuteen (feat. Erin),1sds1bVqBoa6lSRhl6jZHp,Antti Tuisku,0.717,0.699,8,-5.469,1,0.0597,0.306,0.000647,0.0794,0.595,102.064
Juoppokuski,7vFq3RHvJXp7GYnHFAHcEC,Mäkki,0.537,0.901,0,-4.636,1,0.136,0.294,0.0,0.221,0.575,131.054
Syliin,0mKcAtaxD6JXeWjJL9ynN3,Vilma Alina,0.646,0.425,11,-9.765,0,0.0756,0.401,0.0,0.114,0.37,123.867
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4nDfc6F2uVcc6wdG7kBzWO,Nick Jonas,0.468,0.515,6,-6.578,1,0.0665,0.145,0.0,0.132,0.187,86.21
6K,74oCTWhmFli50HkkkvAxfD,Mikael Gabriel,0.8,0.694,0,-6.338,0,0.0573,0.000529,4.85e-05,0.389,0.182,144.94
Reminder - Remix,2sku7VXIiu79SSfnYAIJpf,The Weeknd,0.748,0.652,0,-5.904,0,0.207,0.151,0.0,0.109,0.511,160.051
That's It (feat. Gucci Mane & 2 Chainz),3w9mof4ZxG3z9huYwHFZ1i,Bebe Rexha,0.783,0.361,0,-7.949,0,0.1,0.0474,0.00762,0.0861,0.413,75.0
Water,5DuacSyULR3rNptMu6i7VR,Jack Garratt,0.583,0.609,0,-8.561,1,0.0504,0.0254,0.5,0.241,0.189,136.035
Scary Monsters and Nice Sprites,5q8oybjZelukF4h0CzSUN9,Skrillex,0.528,0.945,7,-3.386,0,0.0928,0.0034,0.505,0.115,0.308,139.987
Bangarang (feat. Sirah),6VRhkROS2SZHGlp0pxndbJ,Skrillex,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026
Either Way (feat. Joey Bada$$),3nodtPfXcok53E8Uze8gvD,Snakehips,0.635,0.659,8,-4.92,1,0.155,0.309,0.0,0.302,0.54,178.018
Bubblegum Bitch,6IbnUaczZBT34DhaD6S18F,MARINA,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024
He Could Be the One,0ObHdZzOdFZo2MfUCpHiyu,Hannah Montana,0.604,0.88,4,-4.033,1,0.0317,0.00164,1.29e-06,0.352,0.65,125.982
Wake Up,0rW73n0cSP3lSNF8AYLGFm,Hilary Duff,0.631,0.825,4,-4.646,1,0.0419,0.0729,2.86e-06,0.23,0.301,120.817
Redbone,3kxfsdsCpFgN412fpnW85Y,Childish Gambino,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033
Not Nice,04sT6xbMnJouAktbkkr4qr,PARTYNEXTDOOR,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06
Replay,2hA2Tx7IZNXCcoMUtluKm8,Zendaya,0.689,0.726,6,-6.655,0,0.121,0.0403,8.25e-05,0.29,0.572,140.021
Something To Dance For / TTYLXOX Mash-Up,0MKltGveTy103QOhizHsW2,Zendaya,0.519,0.882,1,-5.761,0,0.205,0.0179,0.00168,0.251,0.542,112.051
Hakuna Matata,6J5tRmK1Z3zQD1G85IwvAZ,Nathan Lane,0.402,0.329,0,-17.918,1,0.137,0.635,6.85e-05,0.12,0.676,170.17
Bibbidi-Bobbidi-Boo (The Magic Song),0tZqXCvOx44WKqcgEZtIRl,Helena Bonham Carter,0.754,0.419,10,-13.839,1,0.129,0.932,2.78e-06,0.188,0.776,108.619
Try Everything,1N3dZ7TTWO6VcD4Y3hHYLZ,Shakira,0.705,0.609,1,-4.897,1,0.0307,0.0257,0.0,0.0846,0.476,115.474
How Far I'll Go,6mb6lVLNrcUgLnEN8QnDJd,Auli'i Cravalho,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72
What's My Name,53xAT6jud1w0NqlBjSW4VB,China Anne McClain,0.727,0.932,1,-4.931,1,0.16,0.098,0.0,0.211,0.662,114.032
Calling All the Monsters,0hnHoQbEQOL4YUZ4SO6xbe,China Anne McClain,0.56,0.826,6,-5.866,0,0.0976,0.00272,0.0,0.487,0.492,141.974
Dynamite,0CNuwuX6yEMcQYsCnwUfaV,China Anne McClain,0.659,0.789,6,-3.444,1,0.0717,0.184,0.0,0.0535,0.493,121.947
Exceptional,7DQ75xhKqi708bCSSIX3Sg,China Anne McClain,0.677,0.889,11,-4.578,1,0.0454,0.00189,0.00022,0.0963,0.863,129.967
"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",5e3UWcbvTaF5CJWu81MqlQ,Ross Lynch,0.585,0.911,11,-4.623,1,0.119,0.0263,0.0,0.112,0.781,163.933
It's Goin' Down,537mRuCCiKQNFlN1vdSl1k,Dove Cameron,0.478,0.851,6,-5.936,0,0.377,0.0848,0.0,0.48,0.575,155.856
"Determinate - From ""Lemonade Mouth""",4qEoqyPbLYnLOii6mKlIjI,Adam Hicks,0.562,0.768,1,-5.006,0,0.0488,0.00361,0.0,0.0742,0.218,139.968
This Is Me,5pomCBdsTZSDCFHH8BAUQe,Demi Lovato,0.421,0.821,1,-2.783,1,0.0372,0.00971,0.0,0.1,0.594,91.245
"Wouldn't Change a Thing - From ""Camp Rock 2: The Final Jam""",0Di5p4ItolIUZB8c2P0pvs,Demi Lovato,0.359,0.883,1,-3.535,1,0.0907,0.0753,0.0,0.112,0.481,171.725
Breaking Free,5zQ1Wq6HNYjGZWkVv5P8Eg,Troy,0.577,0.59,0,-6.437,0,0.0365,0.0475,0.0,0.133,0.333,107.935
Magic,10xcIQQEJSEIOgG1HvS3t9,Selena Gomez,0.6,0.916,11,-3.071,0,0.0374,0.00504,0.0,0.27,0.442,104.091
The Climb,0V8FYVlBFuXXTIvRnMbZyS,Miley Cyrus,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074
She's So Gone,4DTrKnvkHtwQN6kBu4XXIF,Naomi Scott,0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986
"Can't Back Down - From ""Camp Rock 2: The Final Jam""",51NrdlQOSTeq0d6U7xRKsz,Demi Lovato,0.637,0.849,8,-4.348,1,0.0957,0.0793,0.0,0.0847,0.699,120.052
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",6Z0F3Mqj7tq1CBZo5qMlUg,Hannah Montana,0.676,0.861,1,-3.645,1,0.0501,0.0512,0.0,0.0613,0.681,124.031
Turn Up the Music,4bb2UdCvi9LynD4rWvE06T,Adam Hicks,0.531,0.827,7,-3.7,1,0.081,0.0957,1.84e-06,0.074,0.801,183.977
TTYLXOX,19PKQVapaz1hhLhnU2IaGM,Bella Thorne,0.815,0.688,7,-6.136,1,0.17,0.00336,0.249,0.225,0.699,112.022
Something To Dance For,0kXIEwmKV4cpKdRdIeQLGd,Zendaya,0.667,0.942,1,-5.567,0,0.0697,0.00493,0.00011,0.327,0.453,130.024
Made In Japan,7t4Qs0RmoueUY2DMGA5WMO,Bella Thorne,0.708,0.831,7,-6.857,1,0.22,0.0324,2.42e-06,0.259,0.765,128.001
Watch Me,6i2AmqDwaicOn2NGFsd5nn,Bella Thorne,0.71,0.705,0,-4.558,1,0.0683,0.00274,0.00502,0.0979,0.614,124.994
"Shake It Up - From ""Shake It Up""",2orLUhSEx1P12LOwyLn32D,Selena Gomez,0.727,0.809,2,-6.118,0,0.0327,0.0255,0.0,0.184,0.81,128.015
Up Up And Away,1rJqcJ0GDGAJvVjHRa4eoh,Blush,0.602,0.758,10,-6.517,0,0.0718,0.00374,1.93e-06,0.321,0.679,127.97
Our Generation,4KaGB38J3WAjLbK2xUSdLq,Sibel,0.593,0.796,5,-4.67,1,0.0426,0.000314,1.6e-06,0.154,0.563,129.919
Omat säännöt,45fVDhG3lvoAAtKsmr4IWk,Cheek,0.774,0.945,1,-5.606,0,0.152,0.0119,0.0,0.168,0.693,105.059
Uncover,5rkok5WSDPoQb9xKx5R61n,Zara Larsson,0.536,0.456,2,-6.217,1,0.0267,0.501,0.0,0.213,0.32,90.032
Se tyttö,515bys1r2TjEyQM9rz5ygB,Mikael Gabriel,0.614,0.835,0,-6.656,0,0.134,0.118,0.0,0.0818,0.615,170.061
No Love,52JyHLUiugFECIYBWM2qdh,Eminem,0.735,0.932,11,-2.86,1,0.224,0.128,0.0,0.175,0.318,129.583
Onko sulla pokkaa,4HEFn4nRnJ1EqPqPfoqV03,Petri Nygård,0.788,0.842,8,-5.289,0,0.157,0.074,0.0,0.0399,0.961,90.006
Sanon suoraan,7qjPf7KvxfUkUM7MUwTn6T,Petri Nygård,0.627,0.693,2,-5.574,0,0.196,0.0219,0.0,0.243,0.419,160.036
Creatures Of The Night,5Orlnis8mwywCBgZG7VTjV,Hardwell,0.614,0.749,5,-5.292,1,0.0771,0.36,0.0,0.109,0.344,149.815
All I Ever Need,5m2a8MuuMPfKKYeJnoHdvL,Austin Mahone,0.708,0.647,11,-6.128,1,0.0298,0.117,0.0,0.111,0.654,129.95
Say You're Just a Friend (feat. Flo Rida),29n0jFrzCO6AZHQq911Ntn,Austin Mahone,0.748,0.743,1,-4.732,1,0.0578,0.00225,0.0,0.133,0.699,100.002
Say Somethin',1AaN8oIJlgTUFSZ2tYndWe,Austin Mahone,0.634,0.879,1,-2.949,0,0.0414,0.00166,0.0,0.485,0.918,129.99
BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX,Travis Scott,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987
I Don't Wanna Be In Love (Dance Floor Anthem),3AJk0zltdY4XjD2be7a7ss,Good Charlotte,0.642,0.875,6,-3.14,1,0.042,0.0233,0.0,0.19,0.556,124.946
Take A Bow,3goSVuTt3fDYDP6kRnFwuL,Rihanna,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082
Dangerous,4NOZ35Dhucr6UlVyLOtktd,Kardinal Offishall,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002
Do You Remember,7yws3pF3FFguwT2Psi6c15,Jay Sean,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846
Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,Soulja Boy,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998
Promiscuous,3SwlakM6VX47IwG0Wll5ek,Nelly Furtado,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297
Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,Kid Cudi,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996
Super Bass,0iYebKFUSfF72fUu2OW6ZT,Nicki Minaj,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991
Sexy Can I (feat. Yung Berg),6zF96W2EXWc10w0I2Wd0DI,Ray J,0.575,0.686,1,-6.008,1,0.319,0.296,0.0,0.617,0.925,172.132
Love In This Club (feat. Young Jeezy),6IxgSqNIsjp3n2lrnRRhUX,Usher,0.584,0.746,0,-4.81,1,0.0753,0.0477,0.0,0.125,0.371,139.952
All Star,3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019
Shortie Like Mine (feat. Chris Brown & Johntá Austin),4F55RCGuM477OjznpYGhYz,Bow Wow,0.763,0.629,7,-8.66,0,0.225,0.0891,0.0,0.169,0.709,142.149
Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,Paramore,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031
DONTTRUSTME,4H1ZiD0aytFHoOiosVmT1w,3OH!3,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012
My First Kiss (feat. Ke$ha),17tDv8WA8IhqE8qzuQn707,3OH!3,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021
Hello - Single Edit,1SSmCRKVovLanPi3mx3pVe,Martin Solveig,0.671,0.933,3,-4.323,1,0.0318,0.0266,0.0219,0.0429,0.517,127.99
Jump Around,2oTDOIAdsxPTE7yAp4YOcv,House Of Pain,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894
Poker Face,0le79px2kIBXQDxUe8ZUGP,Lady Gaga,0.851,0.806,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002
I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818
So What,5ReRX3klPvCNYtm6Bd1C1K,P!nk,0.531,0.862,11,-2.996,0,0.0434,9.33e-05,4.82e-06,0.363,0.396,126.016
Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012
I Love It,27ilMN1oiW9849fReEYgOj,Icona Pop,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953
I Want It That Way,6e40mgJiCid5HRAGrbpGA6,Backstreet Boys,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031
Shake It Off,5WfhXulggG0c6WoVeMPA8N,Taylor Swift,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02
Say My Name,2gSyc23Hua25fqSFpgAh6W,Destiny's Child,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427
We No Speak Americano - Radio Edit,7fG22bvpAT44rkKgYDLmFK,Yolanda Be Cool,0.905,0.783,3,-5.056,0,0.0498,0.0566,0.0472,0.154,0.725,125.019
My Own Worst Enemy,33iv3wnGMrrDugd7GBso1z,Lit,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408
What a Girl Wants,2iIg5LCp81QGEpnAFDT8V4,Christina Aguilera,0.755,0.827,0,-6.803,1,0.114,0.0671,0.0,0.329,0.797,142.122
"Because You Loved Me (Theme from ""Up Close and Personal"")",215CQxt51QFSSjh56Q9cOH,Céline Dion,0.621,0.539,1,-6.673,1,0.0306,0.288,0.0,0.106,0.173,119.925
I Will Always Love You,1cJssTcMltUxhvUZLpn3Ci,Whitney Houston,0.303,0.269,4,-9.469,1,0.0368,0.831,3.01e-06,0.0906,0.122,132.857
Pony,6mz1fBdKATx6qP4oP1I65G,Ginuwine,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024
Push,2KVwlelhxKUy8LVV6JypH3,Matchbox Twenty,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019
Tearin' up My Heart - Radio Edit,594M0rqYMOo8BhMGEdoi5C,*NSYNC,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054
Beautiful,40fvlRGSBSEYWTgCpRyVqf,Christina Aguilera,0.435,0.567,5,-3.959,0,0.0279,0.624,3.32e-06,0.0936,0.0987,76.218
Dirrty (feat. Redman),59ZTxQo8rBycIXPLUIKvE2,Christina Aguilera,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931
Genie in a Bottle,2EVv4Vxu3HGPr32CQecgHx,Christina Aguilera,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815
Hurt,3ztj8xMJVfTUg8S8cTCfP3,Christina Aguilera,0.381,0.282,4,-7.131,0,0.03,0.795,0.0,0.102,0.107,74.072
2000-2016 Mashup,1ECKHot1PkuiK2Lk4wqhqs,Michael Constantino,0.525,0.697,10,-3.496,1,0.0687,0.267,0.0,0.0981,0.685,101.742
90's & 2000's Mashup,7y88Zh0jxhMO21ilgE4HLF,Michael Constantino,0.575,0.868,11,-4.365,1,0.253,0.436,0.0,0.122,0.478,159.981
2016 Mashup,32xw4WERgBJaKGm57ext4R,Michael Constantino,0.709,0.633,8,-5.491,1,0.113,0.359,0.0,0.0952,0.403,102.965
Despacito Mashup,4hzdbgfGDCgIOZnljzSj1r,Michael Constantino,0.457,0.708,1,-5.351,1,0.054,0.0543,0.0,0.0914,0.553,180.02
No One,6IwKcFdiRQZOWeYNhUiWIv,Alicia Keys,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402
Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,Alicia Keys,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923
Naughty Girl,0YGQ3hZcRLC5YX7o0hdmHg,Beyoncé,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053
Man! I Feel Like A Woman!,0Xd1XT0mlPMTK5uslC6pzl,Shania Twain,0.675,0.888,10,-3.018,1,0.0439,0.642,0.0,0.36,0.74,124.961
Fuck Love,5jWITyAO6B7lRu47AcSDTR,Iggy Azalea,0.832,0.951,1,-2.644,1,0.0707,0.00448,0.000119,0.328,0.576,112.005
Needed Me,3kfxarilcBr81mb2hmZLeh,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898
Stars Dance,2MWL9kMbAiv0zyahTzK4EN,Selena Gomez,0.46,0.88,4,-3.803,0,0.0838,0.0046,0.0,0.112,0.225,109.828
Fix a Heart,3o8z6bngcqnsYx8zx6YSbI,Demi Lovato,0.491,0.452,0,-7.86,1,0.0491,0.579,0.0,0.0907,0.455,160.227
Revival,5NB5uPFcHGmwfluq9Sqn3j,Selena Gomez,0.684,0.732,1,-4.966,0,0.0862,0.128,0.0,0.184,0.527,124.888
It Will Rain,0M3HkE321xpCbCYqVKzr1q,Bruno Mars,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
Hate That I Love You,4789yoeBIsBi6et3z0fyly,Rihanna,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867
Amnesia,0dIOvducp7ujHTqj66cQ3X,5 Seconds of Summer,0.594,0.497,2,-5.26,1,0.0303,0.0343,0.0,0.162,0.101,101.668
L.O.V.E.,4Tac9REecowN7DzuYBAZaD,Ashlee Simpson,0.575,0.823,5,-3.546,0,0.0553,0.00363,0.000321,0.65,0.952,191.971
Birthday Cake,1fZBH3FsiPnmarnLezb88G,Rihanna,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014
Do Somethin',77rzoJ5VaC2BLB1IkjGnoi,Britney Spears,0.845,0.937,4,-3.283,1,0.0653,0.0316,2.35e-05,0.359,0.963,129.966
Thinking Of You,59WVntWmghQXfST8TZRUW9,Katy Perry,0.431,0.803,4,-4.459,1,0.0364,0.00167,0.0,0.331,0.309,147.048
We Don't Talk Anymore (feat. Selena Gomez),06KyNuuMOX1ROXRhj787tj,Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
You'll Always Find Your Way Back Home,1r1ubp8zGYaHnr2BVeE8wr,Hannah Montana,0.576,0.903,8,-3.697,1,0.0603,0.0211,0.0,0.372,0.715,152.953
Just A Little Bit Of Your Heart,6EF9SuEEFvCrVyV98enq5v,Ariana Grande,0.439,0.322,9,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963
I'm Like A Bird,5xPQsTrT2LjidijK2Tzlxh,Nelly Furtado,0.623,0.605,10,-5.113,1,0.0353,0.145,3.46e-06,0.227,0.616,89.656
Unkiss Me,6AMLy821haqLgoorJixWnC,Maroon 5,0.532,0.599,6,-6.543,1,0.0333,0.00784,0.0,0.14,0.113,130.019
See You Again - Rock Mafia Remix,68M26j4rZXhLrvnOtyit63,Miley Cyrus,0.671,0.956,9,-5.346,0,0.056,0.00674,1.16e-05,0.144,0.795,138.961
Ordinary Girl,7DETWEnTmY875dC5Q8gvqV,Hannah Montana,0.405,0.847,7,-3.705,1,0.22,0.0265,0.0,0.221,0.398,182.201
"Onko Kirkkonummi hereillä, Pt. 2 - K.V.N & LOBO Remix",1MJNzfz4Z0E62YHIImGRQ1,Likanen Etelä,0.711,0.817,8,-4.456,1,0.262,0.0616,0.0,0.41,0.846,166.31
Kirkkonummi joka päivä - Original,2XEkBLqVpuZp3lCvvXJycG,Likanen Etelä,0.761,0.742,9,-3.988,0,0.277,0.544,0.0,0.27,0.94,92.096
Bap U,4Ijr3J0lnLCGZvpXBiqCjU,Party Favor,0.668,0.953,8,-1.784,0,0.0386,0.0193,0.000118,0.0834,0.254,100.001
Neva Left,3Zgc3xdXTxsjLumnQqiTfE,Snoop Dogg,0.53,0.945,1,-0.184,1,0.286,0.124,0.0,0.242,0.673,86.926
Mount Sinai,0FVNtH31j9ToHycO6I6Ari,$uicideboy$,0.843,0.456,3,-10.541,0,0.23,0.535,0.00105,0.0624,0.34,132.04
"Tykitys (feat. Are, Nikke Ankara, Ironine & Kajo)",3DJMduIXPKQ2aSaOkJx6AR,Altis,0.78,0.779,1,-6.985,1,0.348,0.108,0.0,0.133,0.763,90.06
420 (Blaze Up),4hBy3nZVzQV4F3jxe1wWL1,Snoop Dogg,0.381,0.659,2,-3.888,1,0.176,0.159,0.0,0.34,0.16,85.723
Nissan Micra 95,6FIvxqDq1Sc39uwqELQTpr,Yung Hilly,0.609,0.512,11,-12.081,0,0.0288,0.39,0.0042,0.0655,0.0778,118.008
Moment I Feared,0NIOJPJfM7tAEcDfhqfrEI,Snoop Dogg,0.818,0.784,1,-4.809,1,0.244,0.0365,0.0,0.156,0.441,98.926
Slut,2IA7TxTpO8vjEgTll28ZBS,Madchild,0.79,0.948,1,-2.912,1,0.241,0.0687,0.0065,0.255,0.752,90.012
Fuck Tha Police,771lQyKAtqXRpZ7iM4JsbP,N.W.A.,0.871,0.819,8,-5.439,0,0.298,0.0138,0.0,0.0608,0.857,98.699
Xxplosive,0Ed7MeXx64f6OcIuoTRCg1,Dr. Dre,0.765,0.88,1,-4.361,1,0.116,0.176,1e-05,0.139,0.929,168.96
Still Cold / Pathway Private,0WKXWF3QqHq6R6LqiF57vu,Night Lovell,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047
White Crime,1tA9cQEtQPvUdcndCUcP9E,Lil Dicky,0.743,0.508,2,-8.145,1,0.0708,0.0521,0.0,0.153,0.0548,83.998
Really Really,10I3CmmwT0BkOVhduDy53o,Kevin Gates,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97
